PassengerId,Cabin,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_True,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,VIP_True,Cabin_encoded
0045_01,F/10/P,0.26582278481012656,1.1355218644452272,-0.2810267305009518,0.017438420315779312,-0.2706259042558427,-0.20656894292787192,Zelowl Chmad,False,False,True,False,False,True,False,2187
0045_02,F/10/P,0.24050632911392406,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Mass Chmad,True,False,True,True,False,True,False,2187
0050_01,E/1/S,0.4430379746835443,0.8629932311400664,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Sony Lancis,False,False,False,False,False,False,False,1408
0051_01,E/2/S,0.7088607594936709,-0.33310465947702855,-0.2108380474518158,-0.2835786325139853,0.9546097013017109,-0.15101638463003256,Vivia Johnshines,False,False,False,False,False,True,False,1557
0052_01,G/6/S,0.34177215189873417,-0.32704846762580275,-0.2810267305009518,-0.28023399859365455,3.890199578576662,-0.26300328786535954,Elaney Hubbarton,False,False,False,False,False,True,False,5955
0053_01,F/11/S,0.31645569620253167,-0.33310465947702855,-0.2810267305009518,2.95737163628648,-0.2706259042558427,-0.26212150122571126,Elson Hickerson,True,False,False,False,False,True,False,2330
0056_01,A/1/S,0.02531645569620253,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Okulas Tractive,True,True,False,False,False,True,False,2
0056_02,A/1/S,0.4810126582278481,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Instab Tractive,True,True,False,True,False,True,False,2
0056_03,A/1/S,0.34177215189873417,0.08931472214597078,0.0981174948983988,5.358818791083935,-0.016516126743543712,-0.26035792794641477,Zinoces Tractive,True,True,False,False,False,True,False,2
0058_01,G/7/S,0.45569620253164556,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Warry Ayalazquez,False,False,False,True,True,False,False,6108
0061_01,F/12/S,0.27848101265822783,-0.26497250115073834,0.40581966790845025,-0.03607572240951217,0.9528327098505759,-0.26212150122571126,Shanya Salez,False,False,False,False,False,True,False,2482
0062_01,F/13/S,0.7848101265822784,-0.33310465947702855,0.08997059418733838,-0.2835786325139853,-0.2555214769211956,-0.24095862187415343,Sterry Greeves,False,False,False,False,False,True,False,2628
0064_01,F/14/S,0.18987341772151897,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,unknown,True,False,True,True,False,True,False,2763
0064_02,E/3/S,0.4177215189873418,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Colatz Keen,True,False,False,True,False,True,False,1697
0066_01,G/6/P,0.7848101265822784,-0.3315906115142221,-0.18514397597847138,0.04586780863859041,-0.2706259042558427,0.14261856637283263,Diandy Pecketton,False,False,False,False,False,True,False,5954
0067_01,G/10/S,0.0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Ninaha Leeves,True,False,False,True,True,False,False,4562
0067_02,G/10/S,0.22784810126582278,-0.3315906115142221,-0.1193420856199064,0.4622747317197648,-0.2706259042558427,-0.26300328786535954,Celine Leeves,True,False,False,False,False,True,False,4562
0067_03,F/15/S,0.26582278481012656,2.613232676144322,-0.2578393977079336,-0.2835786325139853,-0.2706259042558427,-0.24184040851380167,Velyne Leeves,False,False,False,False,False,False,False,2905
0068_01,E/4/S,0.34177215189873417,0.8675353750284858,-0.2810267305009518,-0.28023399859365455,-0.04583648568727052,-0.26300328786535954,Cinst Binie,False,False,True,False,False,True,False,1845
0069_01,F/16/S,0.5316455696202531,1.009855883532292,-0.2810267305009518,-0.26852777987249704,-0.26529492990243786,-0.26300328786535954,unknown,True,False,False,False,False,True,False,3044
0070_01,F/13/P,0.24050632911392406,-0.045435546543803204,-0.2810267305009518,-0.27521704771315847,-0.2697374085302752,0.3771738125192655,Meremy Brighttt,False,False,False,False,False,True,False,2627
0071_01,F/14/P,0.21518987341772153,-0.30887989207212535,1.07574558022565,-0.2835786325139853,-0.2706259042558427,-0.21715038260365085,Nelly Dillines,False,False,False,False,False,True,False,2762
0072_01,F/17/S,0.17721518987341772,-0.33310465947702855,-0.2804000458308702,-0.2835786325139853,-0.2706259042558427,0.6743359100807237,Thell Brantuarez,False,False,False,False,False,True,False,3190
0073_01,D/3/P,0.46835443037974683,-0.2634584531879319,-0.22901190288418136,0.9505912840880496,-0.2706259042558427,-0.2524218481895806,Gorn Make,False,False,True,False,True,False,False,1303
0074_01,C/3/S,0.5316455696202531,-0.3315906115142221,4.981244444174002,-0.2835786325139853,-0.2706259042558427,0.18318075179665186,Aldibah Mostedry,True,True,False,False,False,True,False,903
0076_01,F/18/S,0.34177215189873417,-0.11053960894448052,-0.2810267305009518,1.41884003293435,-0.2706259042558427,-0.26300328786535954,Conk Dal,True,False,True,False,False,True,False,3331
0077_01,F/15/P,0.35443037974683544,-0.3119079879977383,-0.2810267305009518,1.8820718309001545,-0.2706259042558427,-0.26300328786535954,Pon Blité,True,False,True,False,False,True,False,2904
0078_01,C/4/S,0.4810126582278481,-0.33310465947702855,3.3788117427754245,-0.2835786325139853,0.014581223651318056,8.249764931298786,Spuri Pokerheed,False,True,False,False,False,True,False,950
0081_01,G/13/S,0.16455696202531644,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Dellie Vinozarks,False,False,False,True,False,True,False,4992
0082_01,F/16/P,0.5316455696202531,10.879934553067534,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Totse Datte,False,False,True,False,False,True,False,3043
0082_02,F/16/P,0.02531645569620253,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Eaturs Datte,True,False,True,True,False,True,False,3043
0082_03,F/16/P,0.10126582278481013,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,unknown,True,False,True,False,False,True,False,3043
0084_01,G/14/S,0.3037974683544304,0.7085603389338085,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.24801291499133937,Coren Coopezmaney,True,False,False,False,False,True,False,5139
0085_01,C/5/S,0.5063291139240507,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Furudah Ellcefulve,True,True,False,True,False,True,False,962
0086_01,F/17/P,0.5443037974683544,-0.013640539324867768,-0.2810267305009518,-0.2835786325139853,0.29623436865620895,0.18935325827418956,Jodye Kinson,False,False,False,False,False,True,False,3189
0088_01,E/5/S,0.569620253164557,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Stmeal Sacre,True,False,True,True,True,False,False,1988
0090_01,G/15/S,0.4430379746835443,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Heremy Santry,True,False,False,True,False,True,False,5281
0091_01,G/16/S,0.3291139240506329,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Deanne Yorkland,True,False,False,True,False,True,False,5303
0091_02,F/20/S,0.34177215189873417,-0.3315906115142221,0.15577248454590337,-0.23173680674885916,-0.10358870784915666,-0.26300328786535954,Tinez Yorkland,False,False,False,False,False,True,False,3426
0092_01,G/9/P,0.24050632911392406,-0.33310465947702855,-0.2810267305009518,0.8368737307968052,-0.2697374085302752,-0.23302254211731924,Gracy Dunnisey,False,False,False,False,False,True,False,6402
0092_02,G/9/P,0.0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Stald Hewson,True,False,False,True,False,True,False,6402
0092_03,G/9/P,0.0379746835443038,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Tiney Hewson,True,False,False,True,False,True,False,6402
0097_01,A/2/S,0.6835443037974683,-0.33310465947702855,0.47600835095758626,-0.2835786325139853,-0.2679604170791403,0.2986948015905718,Alchium Fictful,False,True,False,False,False,True,False,24
0098_01,G/11/P,0.3291139240506329,-0.33310465947702855,0.2554153470888732,-0.27521704771315847,-0.24219404103768338,-0.26300328786535954,Doria Carezquez,False,False,False,False,False,True,False,4710
0098_02,G/11/P,0.3291139240506329,-0.33310465947702855,1.4805838770983448,1.3168286983642632,-0.2706259042558427,-0.1862878502159623,Leence Carezquez,True,False,False,False,False,True,False,4710
0099_01,F/19/P,0.2911392405063291,0.13776425695577715,-0.013432376376120872,0.5960600885329935,-0.237751562409846,-0.26300328786535954,Aliey Leetersoney,False,False,False,False,True,False,False,3407
0099_02,G/12/P,0.02531645569620253,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Thewis Connelson,True,False,False,False,False,True,False,4848
0101_01,G/734/S,0.3924050632911392,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Book Trad,True,False,True,True,False,True,False,6156
0102_01,F/23/S,0.22784810126582278,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,0.4668255479651649,-0.18276070365736932,Ritany Holson,False,False,False,False,False,True,False,3471
0103_01,F/24/S,0.3037974683544304,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.24801291499133937,Arlen Mclainez,True,False,False,False,False,True,False,3485
0103_02,G/18/S,0.11392405063291139,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Shaele Mclainez,True,False,False,True,False,False,False,5331
0103_03,G/18/S,0.0759493670886076,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Fanne Mclainez,False,False,False,True,False,True,False,5331
0105_01,F/21/P,0.34177215189873417,-0.33310465947702855,-0.2810267305009518,0.6696420347802693,-0.2688489128047078,-0.14748923807143957,Carry Cleachrand,False,False,False,False,False,True,False,3442
0107_01,D/2/S,0.26582278481012656,2.3058809396946125,-0.27789330715054394,-0.2551492441911742,-0.2706259042558427,-0.26300328786535954,Coobix Hart,False,False,True,False,False,True,False,1182
0108_01,G/19/S,0.2911392405063291,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Natald Handertiz,False,False,False,True,False,True,False,5348
0108_02,G/19/S,0.3924050632911392,0.517790295620196,-0.2810267305009518,0.2615966964999217,-0.2706259042558427,-0.26300328786535954,unknown,False,False,False,False,False,True,False,5348
0108_03,G/19/S,0.0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Oline Handertiz,True,False,False,False,False,True,False,5348
0110_01,G/734/S,0.4050632911392405,-0.33310465947702855,-0.024086015767507584,-0.2735447307529931,3.2202738014987826,0.4106817048258988,Graviph Aloubtled,False,True,False,False,False,True,False,6156
0110_02,B/5/P,0.5063291139240507,-0.33310465947702855,-0.07359410470395171,-0.2835786325139853,-0.2706259042558427,1.2245707732212279,Aldeba Bootious,False,True,False,False,False,True,False,528
0110_03,B/5/P,0.5316455696202531,3.011427290362418,6.874458832490428,-0.2835786325139853,1.389084111104208,0.12939176677810899,Alaratz Aloubtled,True,True,False,False,False,True,False,528
0110_04,B/5/P,0.35443037974683544,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Izark Aloubtled,True,True,False,True,False,True,False,528
0111_01,E/6/S,0.3670886075949367,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Aldera Supred,True,True,False,True,False,True,False,2121
0112_01,B/1/S,0.6075949367088608,-0.33310465947702855,1.3088722774959942,-0.13808705697959905,-0.2555214769211956,-0.25154006154993236,Moth Cowtale,True,True,False,False,False,False,True,151
0113_01,F/23/P,0.810126582278481,-0.33310465947702855,-0.2810267305009518,1.0609642034589633,-0.2706259042558427,-0.26300328786535954,Idary Carvis,True,False,False,False,False,True,False,3470
0114_01,G/20/S,0.34177215189873417,-0.20895272652689972,-0.1826372372981451,0.4338453433969537,-0.05916392157078271,-0.26212150122571126,Maura Beckerson,False,False,False,False,False,True,False,5364
0115_01,F/24/P,0.3291139240506329,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Rohs Pead,True,False,True,False,False,True,False,3484
0116_01,D/4/P,0.4177215189873418,-0.3315906115142221,1.112093291090381,-0.2835786325139853,-0.25996395554903295,0.09323851455253099,Alhenah Suptive,True,True,False,False,False,True,False,1314
0119_01,A/0/P,0.49367088607594933,-0.33310465947702855,1.187922136170251,-0.2835786325139853,-0.21287368209395657,5.819560952428227,Batan Coning,False,False,False,False,False,True,False,0
0119_02,A/0/P,0.16455696202531644,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Kleeiak Coning,True,True,False,True,False,True,False,0
0120_01,F/25/P,0.3037974683544304,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Bees Sacre,True,False,True,True,False,True,False,3500
0122_01,G/21/S,0.3670886075949367,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,0.35043260791582515,-0.19775107653138949,Shelle Hayder,False,False,False,False,False,True,False,5377
0123_01,F/27/P,0.22784810126582278,-0.24983202152267386,0.09310401753774623,-0.2016351014658827,-0.2706259042558427,-0.26212150122571126,Iree Fielson,False,False,False,False,False,True,False,3523
0126_01,F/27/S,0.8481012658227848,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Milly Mish,True,False,True,True,False,True,False,3524
0127_01,E/7/S,0.4430379746835443,0.7282429624502924,-0.2810267305009518,0.21142718769496094,-0.2706259042558427,-0.24095862187415343,Miloss Mesty,False,False,True,False,False,True,False,2141
0128_01,D/3/S,0.7721518987341772,3.229450197006546,-0.071714050693707,-0.26852777987249704,0.01013874502348066,-0.26123971458606304,Grohs Fles,False,False,True,False,False,True,True,1304
0128_02,E/8/S,0.569620253164557,2.850938206304934,-0.27726662248046235,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Barave Fles,False,False,True,False,False,True,False,2158
0129_01,G/22/S,0.27848101265822783,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Race Fowles,True,False,False,True,True,False,False,5396
0133_01,F/29/S,0.24050632911392406,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Flynx Blie,True,False,True,True,False,True,False,3551
0133_02,D/5/S,0.45569620253164556,3.8123586626870294,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Egrasp Blie,False,False,True,False,False,True,False,1330
0134_01,G/17/P,0.24050632911392406,-0.33310465947702855,-0.2722531451198098,0.9372127484067267,-0.2706259042558427,-0.26300328786535954,Camina Harmontry,True,False,False,False,False,True,False,5315
0136_01,G/23/S,0.5949367088607594,-0.18624200708480299,-0.01907253840685501,-0.07286669553315006,-0.24841351111665574,-0.21450502268470611,unknown,False,False,False,False,True,False,False,5410
0138_01,G/18/P,0.16455696202531644,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Fayene Gambs,True,False,False,True,False,True,False,5330
0138_02,E/5/P,0.43037974683544306,-0.33310465947702855,-0.2672396677591572,-0.2835786325139853,0.23048568496421548,-0.08047345345817306,Monah Gambs,False,False,False,False,False,True,False,1987
0139_01,C/6/S,0.4430379746835443,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Charda Myling,True,True,False,True,False,False,False,979
0140_01,G/19/P,0.3037974683544304,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Evaley Mejiaddox,True,False,False,True,False,True,False,5347
0140_02,F/29/P,0.3291139240506329,0.3330764441578091,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,0.14438213965212912,Verney Whitakers,False,False,False,False,False,True,False,3550
0141_01,F/30/P,0.3924050632911392,-0.33310465947702855,-0.2810267305009518,-0.12136388737794547,-0.2706259042558427,-0.26300328786535954,Pyrohs Harte,False,False,True,False,False,True,False,3566
0144_01,F/31/S,0.25316455696202533,-0.33310465947702855,-0.01781916906669187,0.06760792912074008,-0.2706259042558427,-0.26300328786535954,Guadae Dayers,True,False,False,False,False,True,False,3579
0146_01,G/25/S,0.7088607594936709,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Verly Wolferguson,False,False,False,False,False,True,False,5432
0147_01,G/26/S,0.6329113924050633,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Samie Hubbarrison,True,False,False,True,False,True,False,5448
0148_01,F/31/P,0.5316455696202531,1.289954756651485,-0.2810267305009518,-0.2668554629123317,-0.2706259042558427,-0.195987503252093,Corsh Pashe,False,False,True,False,False,True,False,3578
0149_01,G/27/S,0.34177215189873417,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Billya Hubbarrison,True,False,False,True,False,False,False,5467
0151_01,G/20/P,0.4810126582278481,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Shanie Simson,False,False,False,True,False,False,False,5363
0152_01,F/32/P,0.5189873417721519,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,0.2722412024011245,Andan Estron,False,False,False,False,False,True,False,3594
0160_01,G/22/P,0.27848101265822783,5.9032588993227355,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.20921430284681666,Gory Atkinney,False,False,False,False,False,True,False,5395
0163_01,B/8/P,0.3291139240506329,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Kabiton Hetforhaft,True,True,False,True,False,True,False,567
0163_02,B/8/P,0.21518987341772153,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Scharab Hetforhaft,True,True,False,True,False,True,False,567
0164_01,G/28/S,0.7215189873417721,-0.2574022613367061,0.7768169925967403,-0.2835786325139853,-0.2706259042558427,-0.1439620915128466,Fany Hutchinton,True,False,False,False,False,True,False,5485
0164_02,G/28/S,0.21518987341772153,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,Ianya Hutchinton,False,False,False,True,True,False,False,5485
